order_item_id,order_id,product_id,category,subcategory,product_price,quantity,is_discounted,product_version
96981,85889,795,Beauty,B,2532.53,3,1,Old
96982,91192,586,Beauty,A,1285.2,2,1,New
97003,162121,12,Electronics,A,252.32,2,1,New
97013,42006,560,Home,C,1384.86,2,1,New
97015,148107,784,Home,E,2552.6,1,1,Old
97017,132424,345,Fashion,B,2945.8,1,0,New
97037,153953,278,Home,E,1392.64,3,1,New
97046,32963,474,Home,A,2181.51,2,1,Old
97052,115423,17,Electronics,A,1797.3,2,1,Old
97066,83957,386,Beauty,B,2986.38,2,1,Old
97106,157024,122,Home,A,1262.51,3,0,Old
97139,134394,630,Electronics,D,272.76,3,1,Old
97147,21456,319,Fashion,E,875.49,2,1,Old
97155,185956,34,Sports,B,1408.36,3,0,Old
97170,71374,35,Home,C,1189.4,1,1,Old
97186,88239,120,Electronics,E,1011.94,2,0,Old
97204,74329,560,Electronics,E,2779.02,1,0,Old
97211,22042,655,Sports,E,2433.52,1,1,New
97215,38103,153,Sports,D,2763.16,2,1,Old
97250,142300,425,Fashion,A,1363.73,1,1,New
97271,69570,742,Beauty,B,213.17,3,0,Old
97275,63257,218,Beauty,B,1077.91,3,0,New
97276,134361,78,Fashion,C,370.64,3,0,Old
97285,1478,492,Beauty,E,2399.72,3,0,New
97304,26842,415,Electronics,B,1616.2,3,0,Old
97309,9567,62,Home,A,1123.28,2,0,Old
97317,68038,475,Sports,C,1402.03,3,0,New
97332,23157,560,Electronics,E,1779.53,1,1,Old
97358,145951,201,Beauty,C,1357.27,2,0,Old
97362,125463,630,Electronics,A,2715.17,3,1,Old
97389,186630,3,Fashion,C,1965.63,2,0,New
97392,166903,188,Fashion,E,1111.66,1,0,Old
97398,162717,259,Home,E,172.27,3,1,Old
97403,37569,340,Fashion,E,2849.91,3,0,New
97424,37813,641,Beauty,E,2912.83,2,0,New
97438,103704,795,Beauty,E,608.81,3,0,Old
97449,101317,546,Electronics,A,1279.81,3,1,Old
97453,1013,749,Beauty,E,398.56,1,0,Old
97459,12005,395,Electronics,D,496.71,2,0,New
97462,143103,149,Beauty,E,1078.84,1,1,Old
97471,51967,689,Home,E,1182.69,3,1,New
97481,17944,226,Sports,D,862.28,1,0,New
97508,13191,298,Electronics,B,554.9,3,1,Old
97516,196308,649,Home,C,872.26,3,1,Old
97519,24394,700,Electronics,C,1671.94,3,1,Old
97530,15674,214,Fashion,A,253.52,3,1,New
97531,147206,63,Home,E,1009.17,2,0,Old
97553,118094,172,Beauty,E,2212.91,2,0,Old
97559,28880,407,Electronics,B,1353.85,3,0,Old
97574,130310,283,Fashion,C,799.4,3,1,New
97591,44941,388,Home,A,1855.39,2,0,Old
97610,149701,684,Home,A,2792.1,2,1,Old
97621,4081,599,Home,C,2029.74,3,1,New
97629,37188,241,Beauty,C,2736.25,1,0,Old
97659,154735,275,Electronics,A,2426.9,1,1,Old
97677,59005,738,Beauty,E,386.38,3,0,Old
97680,177352,563,Sports,C,645.75,1,0,New
97693,122486,82,Electronics,B,1577.71,3,1,Old
97709,48482,250,Sports,C,214.49,2,0,Old
97720,11406,193,Electronics,E,2162.67,1,1,New
97722,30263,225,Fashion,A,2266.08,2,1,New
97729,72154,587,Electronics,E,960.03,3,0,Old
97742,1925,792,Beauty,D,2683.9,1,0,Old
97746,87877,66,Beauty,B,810.09,1,0,Old
97747,138551,184,Sports,A,1270.08,3,0,Old
97770,107680,495,Home,C,1600.08,3,0,Old
97771,26940,446,Sports,C,2130.12,1,0,New
97784,151769,503,Fashion,D,2872.57,2,0,Old
97785,170834,140,Home,C,1395.71,2,0,New
97789,103702,688,Electronics,E,2211.22,3,1,Old
97800,58394,610,Electronics,A,1443.78,1,0,New
97812,6229,506,Beauty,A,1349.54,1,0,Old
97828,132087,372,Home,E,476.21,1,1,Old
97846,119878,99,Electronics,E,597.87,2,0,Old
97852,164451,549,Fashion,B,2863.93,3,0,New
97879,37324,548,Home,A,1826.25,1,0,New
97890,39287,482,Sports,D,2231.1,3,0,Old
97926,167168,318,Electronics,B,1092.37,2,1,Old
97928,146796,344,Fashion,E,501.66,2,0,Old
97934,161771,585,Home,A,1298.52,2,0,New
97936,148096,256,Sports,E,1914.26,1,0,Old
97941,140538,732,Sports,C,1513.8,2,0,Old
97948,180588,264,Beauty,B,1062.53,1,0,Old
97969,29787,110,Home,E,677.79,3,0,New
97970,60761,564,Fashion,A,1617.8,2,0,Old
97971,91309,421,Electronics,E,732.8,1,0,Old
97989,44973,195,Home,A,1792.25,3,1,New
97999,46255,340,Beauty,B,2587.77,3,1,Old
98013,25999,26,Beauty,E,1529.79,1,0,Old
98019,3731,382,Fashion,D,493.72,2,0,Old
98021,12857,82,Home,A,1333.83,1,1,New
98024,58390,475,Beauty,A,1589.2,3,1,New
98027,70252,210,Home,A,1317.89,3,0,Old
98047,163660,701,Electronics,B,2607.66,2,0,Old
98051,162878,140,Home,E,904.84,1,1,Old
98055,30015,292,Electronics,B,1332.83,1,0,Old
98089,134547,498,Beauty,C,2943.8,3,0,Old
98104,37674,549,Fashion,D,475.53,3,0,Old
98113,53965,26,Home,E,2878.12,3,1,New
98115,140726,578,Fashion,C,844.76,2,0,Old
98128,92382,213,Home,D,441.07,3,0,New
98130,185746,60,Beauty,A,2881.26,1,0,Old
98140,113881,412,Fashion,A,2613.18,1,1,New
98142,88522,565,Fashion,B,381.32,1,0,Old
98147,72767,507,Home,D,2617.4,1,0,Old
98162,196433,604,Home,D,1906.47,3,0,Old
98166,127303,329,Electronics,E,1212.38,1,1,Old
98168,118094,100,Electronics,B,2069.38,2,1,New
98169,87421,240,Electronics,E,2949.92,2,0,Old
98173,76079,234,Home,E,1236.55,3,1,Old
98183,148720,744,Home,E,665.5,1,1,New
98185,199552,156,Beauty,D,2082.45,1,0,Old
98190,117862,313,Home,B,1839.49,1,1,Old
98199,44798,448,Electronics,A,2425.22,2,1,Old
98220,127271,167,Beauty,B,2007.4,3,0,Old
98229,196030,695,Beauty,D,632.8,1,0,New
98266,156025,427,Sports,A,2411.39,1,0,Old
98271,167256,379,Electronics,D,2710.63,3,0,New
98286,82052,161,Sports,C,2157.47,2,0,New
98305,41997,517,Home,E,2394.63,3,1,New
98306,42635,723,Fashion,E,1192.77,3,0,New
98313,109341,193,Home,E,2238.55,2,0,Old
98331,3912,793,Electronics,D,1701.48,3,1,Old
98343,189767,225,Fashion,A,2476.44,3,0,New
98347,113879,424,Fashion,B,235.09,1,1,New
98361,77353,135,Beauty,B,761.54,2,0,Old
98402,40976,271,Electronics,D,1692.88,1,1,New
98412,162916,59,Sports,E,811.7,2,0,Old
98439,158130,370,Home,C,2575.18,2,1,Old
98449,155388,691,Electronics,B,1922.09,3,0,Old
98467,144303,443,Fashion,C,1837.44,2,0,Old
98475,158969,538,Beauty,D,1982.26,1,1,New
98492,79173,710,Fashion,E,1804.28,1,1,Old
98497,26842,249,Electronics,B,1157.31,3,0,New
98522,65399,117,Electronics,E,1026.39,2,1,Old
98544,35767,242,Beauty,C,1285.76,1,1,New
98547,16515,51,Sports,A,1506.19,2,1,New
98557,79528,548,Sports,C,1552.68,1,1,Old
98586,70965,7,Electronics,C,2910.85,2,1,New
98603,111453,338,Electronics,C,969.69,2,1,New
98610,32363,661,Beauty,A,1440.09,3,1,Old
98614,10406,31,Fashion,A,1395.98,2,0,Old
98623,185255,269,Sports,E,1302.13,1,1,Old
98638,116026,133,Sports,C,338.99,2,0,Old
98649,76468,350,Fashion,B,2543.19,3,0,Old
98653,43733,330,Home,C,557.98,2,0,Old
98654,198345,527,Home,A,2564.07,3,1,Old
98691,182023,91,Home,D,1615.78,3,0,New
98696,74032,523,Beauty,A,2885.06,2,0,Old
98703,40520,520,Sports,C,1281.71,1,0,Old
98721,122896,113,Electronics,A,2280.79,3,0,New
98725,52141,502,Electronics,B,821.01,3,0,Old
98732,34975,583,Home,B,2353.94,2,0,New
98748,180995,724,Sports,A,843.72,3,0,Old
98755,189473,144,Electronics,D,514.03,3,0,Old
98775,131568,728,Fashion,C,1488.43,1,0,Old
98828,31646,413,Electronics,C,1290.24,3,0,Old
98833,57682,47,Sports,E,1892.29,1,0,Old
98835,174601,734,Beauty,C,430.45,3,1,Old
98859,100887,477,Sports,C,487.77,1,1,Old
98868,168834,218,Electronics,A,1236.45,2,1,Old
98871,139262,277,Electronics,A,1408.29,1,0,Old
98879,146912,119,Electronics,E,1605.55,2,0,Old
98894,51213,762,Beauty,D,2178.64,3,1,Old
98906,45166,466,Electronics,A,2113.65,1,1,New
98915,85541,585,Electronics,B,2774.15,3,0,Old
98925,130767,167,Sports,D,2274.42,3,0,New
98944,60326,729,Beauty,B,830.77,1,1,Old
98964,13922,567,Home,E,2482.62,3,0,Old
99000,106943,424,Sports,C,295.92,3,0,Old
99020,177541,298,Beauty,D,283.99,1,1,Old
99024,42733,69,Fashion,A,2691.18,2,1,Old
99027,45434,670,Fashion,E,2286.56,2,1,New
99036,69731,365,Home,D,660.53,1,1,Old
99041,132880,231,Sports,D,1641.29,3,0,Old
99084,78144,600,Home,D,322.74,3,0,Old
99088,26275,83,Fashion,B,1812.9,1,1,Old
99091,188332,598,Home,C,2565.14,3,1,New
99098,138635,733,Beauty,C,1264.34,3,0,Old
99157,166772,61,Fashion,D,469.78,2,1,Old
99176,119779,232,Fashion,A,1973.79,2,1,Old
99194,191703,284,Home,D,2375.53,3,0,Old
99213,101340,694,Sports,D,332.34,3,0,Old
99217,18226,329,Electronics,D,2713.7,1,1,Old
99231,130765,560,Sports,A,1151.46,1,1,New
99250,154981,173,Sports,C,2959.69,2,1,New
99256,199933,483,Fashion,B,984.86,3,1,New
99257,101246,11,Electronics,E,2578.46,2,0,Old
99258,30500,19,Fashion,C,430.67,2,0,New
99270,175227,88,Beauty,A,209.26,3,1,Old
99277,85024,596,Home,E,2383.62,1,0,New
99287,121617,625,Electronics,B,1079.24,3,1,Old
99293,18273,751,Beauty,E,2074.73,2,0,Old
99298,20303,57,Fashion,B,2401.14,2,0,Old
99314,105992,699,Fashion,A,670.43,1,1,New
99335,172852,694,Home,B,1903.13,2,0,Old
99344,57928,208,Electronics,A,2945.69,1,1,Old
99349,30472,542,Fashion,C,2719.78,3,0,Old
99356,75436,727,Sports,D,1177.69,1,0,Old
99362,169838,251,Sports,A,1102.17,3,1,New
99370,2980,453,Fashion,A,2656.6,2,0,Old
99386,82168,329,Sports,E,797.62,3,0,Old
99397,12443,107,Beauty,D,2210.06,1,1,New
99418,183194,167,Electronics,E,581.61,1,1,New
99423,168068,497,Sports,E,844.64,2,1,Old
99427,162822,738,Fashion,E,2689.71,3,1,Old
99441,7029,158,Fashion,B,1894.64,3,1,New
99449,121414,369,Beauty,E,2356.36,1,0,New
99455,152158,697,Home,E,480.72,2,1,Old
99464,39927,321,Beauty,A,1140.81,2,1,Old
99479,90213,152,Beauty,D,1386.11,2,1,Old
99489,196281,499,Fashion,A,2715.14,3,0,Old
99494,101773,541,Fashion,B,2607.99,3,1,Old
99512,16149,473,Sports,A,1892.67,1,0,Old
99515,151381,653,Fashion,E,544.2,2,1,Old
99557,171112,795,Fashion,E,2244.5,1,0,Old
99582,58494,313,Home,C,1092.43,1,1,Old
99583,74849,199,Home,B,497.23,1,0,Old
99596,122254,686,Fashion,E,1228.86,2,0,Old
99597,129020,292,Home,B,2771.46,1,0,Old
99632,116968,339,Sports,B,309.97,3,0,Old
99638,24280,518,Electronics,C,2021.34,1,0,Old
99641,61488,568,Sports,E,843.88,2,0,New
99647,25268,418,Home,E,281.01,2,0,Old
99651,165855,168,Home,B,1279.74,3,1,Old
99677,128730,494,Sports,E,744.34,3,0,Old
99678,40721,371,Home,E,2733.25,3,1,Old
99702,152208,600,Home,D,2528.01,3,0,Old
99719,117600,686,Electronics,E,1021.57,3,0,Old
99720,67300,490,Beauty,C,658.75,3,1,Old
99727,133644,782,Fashion,B,1418.32,3,1,Old
99728,67751,494,Sports,E,661.72,3,0,Old
99770,51945,7,Home,A,2504.27,1,1,New
99771,116642,375,Sports,E,1612.34,3,0,New
99815,135812,300,Beauty,B,1566.8,2,1,Old
99846,100590,495,Electronics,B,416.88,2,0,Old
99887,40388,98,Beauty,A,1305.31,2,0,Old
99892,18533,330,Home,C,2727.95,1,0,Old
99894,71898,522,Sports,A,940.38,1,1,Old
99910,178079,615,Sports,B,2214.25,1,0,Old
99934,198078,590,Sports,E,2119.52,2,1,New
99944,42463,239,Sports,C,379.1,3,0,Old
99953,23799,767,Electronics,E,1820.3,2,0,Old
99994,39766,512,Home,E,2759.06,1,1,Old
100029,95647,121,Electronics,A,1365.15,3,1,Old
100030,153281,545,Fashion,A,2590.41,3,1,Old
100034,8543,766,Beauty,D,1288.56,2,0,Old
100048,73686,41,Fashion,B,2592.31,1,0,Old
100050,102616,468,Fashion,B,2191.09,1,0,Old
100065,98364,15,Home,A,482.46,3,1,Old
100066,165998,694,Fashion,D,287.41,2,1,Old
100071,171603,288,Home,E,583.78,3,0,Old
100072,177130,139,Fashion,B,884.6,1,0,Old
100078,138232,222,Beauty,E,1190.96,3,0,Old
100125,53659,313,Beauty,E,2072.85,3,0,Old
100151,44973,726,Sports,D,819.69,3,0,Old
100164,75193,525,Sports,A,172.33,2,1,Old
100167,93422,298,Electronics,A,2170.77,1,1,New
100170,84245,628,Fashion,D,362.45,3,1,New
100182,10339,418,Beauty,C,362.75,3,0,Old
100200,93916,532,Home,B,295.06,3,0,Old
100201,18168,170,Beauty,C,2208.68,1,0,Old
100228,107620,130,Sports,E,551.68,1,1,Old
100230,186618,448,Beauty,E,2502.32,2,1,Old
100235,23958,322,Beauty,B,1065.85,2,0,New
100250,88391,229,Electronics,C,1957.26,2,1,New
100309,64721,499,Home,D,1847.42,3,0,Old
100315,187088,279,Beauty,D,398.93,1,0,Old
100337,739,672,Sports,B,2167.13,2,1,New
100379,182347,156,Home,B,1645.81,3,1,Old
100380,184404,578,Beauty,E,2708.29,1,1,Old
100389,158448,766,Beauty,B,2200.94,2,0,Old
100416,128682,794,Home,D,1285.16,3,0,Old
100467,162396,86,Electronics,C,2356.49,2,1,New
100473,4232,536,Fashion,A,973.28,3,0,New
100478,46453,535,Sports,E,2247.7,2,1,New
100484,136762,562,Home,E,1874.31,2,0,New
100513,121346,737,Fashion,B,258.9,3,0,Old
100533,18870,428,Beauty,A,285.04,3,0,Old
100536,176889,18,Fashion,C,1009.31,1,1,Old
100552,109526,689,Home,D,2642.24,1,0,New
100556,148185,639,Fashion,D,2981.91,1,0,Old
100559,82351,102,Beauty,E,2027.37,2,1,New
100581,56747,602,Fashion,E,966.85,2,1,Old
100590,83042,438,Sports,A,440.82,3,0,Old
100601,130898,785,Beauty,C,279.44,1,1,New
100616,132310,762,Home,A,321.24,2,0,Old
100618,48099,698,Home,E,1390.08,3,0,Old
100629,131270,152,Fashion,D,1863.96,2,0,New
100637,47190,249,Home,A,2065.72,1,1,Old
100649,115741,705,Fashion,C,2424.21,1,1,Old
100654,112042,431,Fashion,D,2204.08,1,0,New
100665,92240,784,Fashion,D,2010.01,3,0,Old
100687,9935,68,Sports,A,632.79,3,0,New
100688,156082,126,Beauty,B,994.09,1,0,Old
100693,154132,171,Home,B,771.38,3,0,New
100694,116706,15,Beauty,B,2090.77,3,0,New
100724,121071,747,Fashion,B,2775.03,1,1,New
100728,113196,215,Fashion,C,2909.77,2,0,Old
100732,157467,221,Beauty,D,1131.14,1,0,New
100741,110971,135,Sports,D,2605.58,3,0,Old
100743,40403,443,Electronics,D,2537.86,1,1,New
100758,57087,34,Electronics,C,2151.49,3,0,New
100761,3807,194,Sports,C,1036.29,3,0,Old
100774,11602,767,Sports,A,2574.75,3,1,Old
100775,78637,1,Sports,B,2505.41,3,0,Old
100787,7959,90,Home,B,683.94,3,1,New
100807,109102,114,Beauty,B,987.28,1,1,Old
100809,96118,458,Electronics,C,2178.41,3,0,Old
100824,97668,605,Beauty,A,822.81,3,1,Old
100834,196403,704,Beauty,A,1520.13,2,0,Old
100836,117102,137,Fashion,A,2764.74,2,0,Old
100840,136835,792,Sports,C,797.67,1,0,Old
100849,147250,438,Beauty,D,1814.6,2,0,Old
100856,64354,149,Home,E,804.01,2,0,New
100878,38162,681,Sports,A,450.49,3,0,Old
100879,153861,473,Fashion,A,1636.53,3,1,New
100887,71503,481,Sports,D,2136.44,3,1,Old
100903,61850,82,Electronics,B,2422.62,2,1,New
100924,198192,517,Sports,D,2910.59,1,0,Old
100935,119098,301,Beauty,B,1098.84,3,1,New
100939,28413,168,Fashion,A,2806.81,1,1,Old
100940,173043,619,Sports,E,1916.03,3,1,Old
100959,184926,677,Fashion,B,1815.69,1,0,Old
100977,176802,248,Home,E,618.98,3,0,New
101020,197670,635,Sports,B,289.32,1,0,Old
101060,199554,308,Home,A,496.18,1,0,Old
101064,20838,3,Electronics,D,1424.14,1,0,Old
101081,99832,676,Beauty,B,1517.08,1,1,New
101091,36503,508,Home,E,1798.68,1,0,Old
101096,68297,638,Sports,B,1871.34,2,0,Old
101100,122601,121,Home,E,389.76,3,1,Old
101104,182877,43,Fashion,B,2260.54,3,0,New
101115,51186,330,Home,D,2749.97,3,0,Old
101128,31391,238,Electronics,A,1449.37,3,0,New
101131,88527,690,Fashion,D,2246.62,3,0,Old
101144,101933,590,Home,E,2423.8,2,0,Old
101145,168688,667,Fashion,A,1271.9,3,0,Old
101148,181895,668,Fashion,E,1871.03,2,0,Old
101157,79481,786,Fashion,C,943.55,3,0,Old
101160,6229,775,Sports,E,1138.29,2,1,New
101171,65826,330,Home,C,991.1,1,0,Old
101198,89029,155,Electronics,E,420.29,3,0,New
101205,113747,649,Sports,C,474.23,3,0,Old
101207,195185,789,Beauty,E,1882.33,1,0,Old
101211,121523,58,Beauty,B,1137.19,2,0,Old
101218,135972,71,Beauty,A,561.8,3,0,Old
101231,4223,505,Home,E,1571.32,2,0,Old
101235,57810,484,Home,E,1124.04,3,1,Old
101246,151403,450,Home,E,650.1,3,0,Old
101255,176443,644,Beauty,C,2223.33,1,0,Old
101260,45939,470,Electronics,A,260.64,1,1,New
101293,8215,490,Beauty,C,2500.79,1,0,Old
101302,174928,130,Sports,E,1959.13,2,0,New
101315,26703,594,Electronics,A,2835.61,1,1,Old
101329,175341,436,Fashion,E,2500.82,3,1,New
101341,3458,36,Beauty,A,2924.96,1,0,Old
101362,185344,635,Electronics,E,2031.47,1,0,Old
101370,164900,624,Beauty,B,2597.12,1,0,New
101383,33510,607,Home,A,2036.74,2,0,Old
101384,108984,65,Sports,C,2022.64,1,0,Old
101387,19784,393,Beauty,B,1466.53,2,1,New
101394,19121,768,Home,A,1423.76,2,0,Old
101420,63933,298,Sports,E,430.9,2,0,Old
101467,61826,612,Sports,A,1825.48,2,1,New
101470,52855,447,Fashion,D,1910.06,2,1,Old
101473,12684,95,Fashion,E,2890.74,2,1,New
101507,120646,52,Electronics,C,1710.85,1,0,Old
101520,139838,121,Fashion,D,2613.35,1,0,Old
101527,119662,722,Electronics,B,684.01,2,0,New
101578,31726,446,Fashion,C,924.28,2,0,Old
101580,171795,464,Electronics,E,317,2,0,Old
101582,166120,399,Fashion,A,1867.7,3,1,Old
101585,120854,547,Home,E,525.61,3,0,Old
101588,196234,76,Beauty,B,2123.81,2,1,Old
101594,34442,213,Fashion,A,2417.1,3,1,New
101597,129536,800,Fashion,A,2384.59,3,0,Old
101600,109663,329,Beauty,C,1709.82,1,1,New
101616,64726,611,Home,D,1077.84,3,1,New
101659,1925,389,Electronics,D,1971.7,2,1,Old
101668,35279,41,Electronics,E,1368.48,1,1,New
101689,161628,373,Electronics,B,1340.44,3,0,New
101690,172592,188,Fashion,A,209.95,1,0,Old
101694,199491,759,Home,D,363.14,3,0,New
101699,72475,778,Fashion,C,174.93,3,0,Old
101710,132068,794,Beauty,A,2639.25,2,1,Old
101727,188968,183,Beauty,D,1033.62,1,0,Old
101754,80171,171,Electronics,E,2663.17,3,0,New
101773,126856,272,Fashion,A,1746.02,1,0,Old
101775,112115,705,Beauty,C,682.5,2,0,New
101796,165734,506,Sports,C,1902.69,2,1,New
101798,22892,485,Electronics,C,1618.58,3,0,Old
101808,82351,551,Home,B,2070.21,3,0,Old
101809,185947,497,Electronics,C,635.71,3,0,New
101811,7360,78,Home,D,668.25,2,0,Old
101822,69479,437,Electronics,D,1810.39,2,0,Old
101838,23900,506,Electronics,E,2357.82,2,0,New
101848,176443,570,Home,B,1916.33,2,0,New
101850,3589,710,Fashion,A,1219.47,3,0,Old
101855,37649,267,Fashion,A,1824.05,2,0,Old
101864,80820,145,Fashion,D,1889.21,3,0,Old
101866,116777,432,Home,C,1303.31,2,1,Old
101878,64724,487,Sports,C,2546.34,3,0,Old
101879,78799,56,Sports,E,1339.42,3,1,Old
101923,172326,162,Electronics,E,505.98,2,1,Old
101948,126717,278,Electronics,E,679.84,3,0,Old
101949,17698,708,Sports,B,1313.08,2,1,Old
101953,67593,455,Home,D,196.57,2,1,Old
101964,188293,252,Electronics,C,284.42,1,1,Old
101965,142312,348,Beauty,A,2039.53,2,0,Old
101969,134702,572,Beauty,A,2040.53,1,1,New
101971,103621,300,Fashion,A,2343.4,2,0,Old
101984,14298,86,Sports,D,1231.77,2,1,Old
101986,121181,481,Sports,A,1962.99,2,1,Old
102001,195987,627,Home,A,1671.92,3,1,Old
102015,80457,795,Fashion,C,412.28,3,0,Old
102028,161277,607,Home,B,1586.58,2,0,New
102030,156479,319,Beauty,C,980.78,2,0,Old
102031,97925,241,Beauty,A,2874.13,3,1,New
102040,121346,145,Home,B,2833.81,2,0,Old
102046,137300,178,Electronics,D,2130.46,2,1,Old
102052,162219,712,Beauty,E,2714.86,1,0,Old
102054,115814,582,Home,B,396.48,1,0,New
102073,44686,679,Beauty,C,2942.21,1,1,New
102074,134411,116,Beauty,A,2089.6,3,1,Old
102075,46642,692,Fashion,E,671.06,2,1,New
102080,34766,22,Beauty,E,534.15,2,0,Old
102084,170641,13,Home,D,2526.3,3,0,Old
102086,155917,172,Sports,C,2947.51,3,0,New
102090,77997,178,Electronics,D,681.46,3,0,Old
102101,86730,518,Home,A,2661.62,1,1,New
102103,186753,174,Sports,E,2741.56,1,0,New
102123,1406,303,Beauty,E,1893.77,3,0,New
102150,142347,271,Electronics,A,598.38,1,1,New
102153,53911,109,Beauty,D,2655.26,1,0,Old
102157,87695,211,Sports,A,848.77,1,1,New
102178,146618,559,Beauty,C,1055.39,1,0,New
102194,169065,324,Sports,A,2731.03,3,0,Old
102196,85223,456,Fashion,D,249.03,1,0,Old
102198,35543,63,Sports,D,1453.46,3,1,Old
102202,40817,290,Fashion,A,1431.39,3,0,New
102210,166333,788,Electronics,D,1375.19,1,0,Old
102230,168919,542,Sports,E,1457.44,1,0,New
102235,100561,232,Home,E,1338.12,2,1,Old
102236,86748,308,Sports,C,623.59,2,1,New
102269,52313,301,Sports,D,667.66,3,0,Old
102276,110459,20,Beauty,D,2051.9,2,1,New
102281,174190,396,Home,A,1880.03,1,0,Old
102288,79507,463,Electronics,C,2045.85,3,0,New
102290,23256,286,Fashion,D,2189.08,1,0,New
102296,16563,474,Home,D,688.18,3,1,New
102308,96165,749,Beauty,C,2924.16,3,0,New
102311,193856,515,Sports,B,1790.67,2,1,New
102322,183590,158,Fashion,D,587.44,1,0,Old
102328,74714,496,Fashion,E,2445.59,3,0,Old
102341,71715,70,Home,D,2604.59,1,1,Old
102342,176655,19,Home,B,1683.94,2,0,Old
102353,58430,611,Beauty,D,406,3,1,New
102370,160390,283,Beauty,D,2731.84,3,1,Old
102371,40192,657,Beauty,E,1413.72,2,1,Old
102378,116843,49,Sports,E,258.61,1,0,New
102385,177828,428,Home,C,402.65,3,0,Old
102394,93081,711,Electronics,A,1106.19,1,0,New
102402,68449,179,Beauty,A,2276.33,3,0,Old
102405,188944,722,Electronics,B,518.15,3,0,New
102407,148712,12,Home,C,2751.95,1,0,Old
102419,93851,642,Sports,E,1724.26,2,0,Old
102445,100429,341,Home,A,1989.74,3,1,Old
102456,987,124,Home,E,1649.84,2,0,New
102457,196858,218,Electronics,B,1634.06,1,0,Old
102465,174962,664,Electronics,E,483.09,1,1,Old
102467,183733,247,Beauty,E,2328.5,1,0,New
102484,176559,758,Beauty,B,1807.67,1,0,Old
102495,39227,540,Beauty,D,1661.6,2,1,Old
102500,195454,398,Electronics,A,2765.91,1,1,Old
102511,157947,601,Electronics,D,1051.85,2,0,New
102512,181756,552,Sports,E,2031.46,1,1,Old
102520,59323,266,Beauty,A,2251.68,3,1,Old
102521,165432,472,Electronics,E,676.21,2,0,New
102523,176353,212,Home,E,2987.07,2,0,Old
102534,156800,200,Electronics,E,500.63,1,1,New
102555,29238,372,Home,B,1375.32,1,1,Old
102558,43656,179,Beauty,A,618.54,1,0,Old
102572,106462,573,Electronics,B,1842.19,3,0,New
102582,4977,602,Sports,E,1048.63,1,0,New
102587,157045,709,Fashion,C,1020.83,1,0,New
102589,8140,286,Beauty,B,2777.81,3,1,Old
102597,186937,489,Fashion,A,162.77,2,0,Old
102601,27440,61,Electronics,A,1086.25,3,0,New
102604,24063,206,Home,D,1780.11,3,1,Old
102616,115400,291,Home,D,1112.85,3,0,Old
102623,197333,340,Electronics,E,2361.29,3,0,Old
102644,193298,682,Fashion,A,2156.46,1,1,New
102660,73421,266,Home,D,1672.39,3,1,Old
102672,97435,760,Fashion,B,2708.75,2,0,Old
102680,189599,505,Home,C,228.42,2,1,Old
102698,134979,462,Beauty,E,2098.52,1,0,Old
102718,171796,76,Fashion,B,1390.95,1,1,Old
102720,142161,472,Home,E,942.25,2,1,New
102722,175935,284,Electronics,B,192.47,2,1,Old
102731,147010,788,Electronics,B,2242.42,2,0,New
102733,119835,304,Beauty,A,1078.43,2,0,New
102745,131294,210,Electronics,A,2266.4,3,0,New
102772,22930,244,Fashion,D,2065.95,2,0,Old
102776,141346,387,Beauty,B,2832.68,3,1,Old
102787,130144,59,Fashion,B,2485.86,1,0,Old
102819,174793,739,Electronics,A,2642.31,3,1,Old
102827,58497,154,Beauty,C,517.62,2,0,New
102831,37187,585,Fashion,D,987.23,3,1,Old
102834,169998,590,Beauty,D,2554.2,3,0,Old
102842,125378,532,Electronics,D,1892.96,3,0,Old
102844,167758,276,Sports,A,1722.32,3,1,Old
102848,96575,427,Beauty,E,2995.96,3,0,New
102850,75801,332,Home,C,2564.02,2,0,Old
102863,73774,129,Fashion,E,501.55,1,1,Old
102864,140375,275,Sports,D,1633.78,2,1,Old
102878,38503,236,Sports,A,2378.07,3,0,New
102884,100991,211,Sports,D,677.9,2,0,New
102886,58126,185,Home,D,908.91,3,0,Old
102895,189554,63,Sports,D,2350.17,3,1,Old
102898,109159,242,Home,E,2527.78,2,0,Old
102907,118902,332,Home,D,1810.06,3,1,Old
102919,18264,309,Fashion,B,1334.2,3,0,New
102937,61479,602,Home,A,1394.98,3,1,New
102948,181010,541,Sports,B,1157.19,2,1,Old
102949,70093,668,Electronics,D,1907.83,2,0,Old
102963,151552,665,Fashion,D,245.48,3,1,Old
102970,110055,575,Home,A,2617.12,1,1,Old
102990,69458,705,Electronics,C,1247.68,1,0,Old
102991,83957,240,Home,B,339.87,2,0,Old
102996,4536,625,Fashion,B,2543.93,2,0,New
103000,71248,671,Home,E,1592.24,1,1,Old
103004,59628,646,Home,E,1268.66,1,0,Old
103007,47030,54,Sports,A,1072.72,1,0,Old
103016,130095,545,Electronics,E,495.31,3,0,Old
103021,148868,646,Sports,C,2678.95,3,1,Old
103022,46074,107,Sports,D,970.07,2,0,New
103034,44686,656,Electronics,B,785.94,3,1,Old
103045,146589,416,Sports,A,703.34,2,0,Old
103052,191802,395,Fashion,C,808.72,3,1,Old
103065,36625,459,Home,D,1532.14,3,0,Old
103090,98405,105,Beauty,B,2560.04,1,1,New
