session_id,customer_id,session_start_ts,session_duration_sec,pages_viewed,added_to_cart_flag,checkout_started_flag,device_type
50179,21335,2025-09-03T12:52:48.896Z,135,11,0,1,iOS
50189,48697,2025-05-30T12:52:48.896Z,898,10,1,0,Web
50192,34140,2025-07-20T12:52:48.896Z,243,1,0,0,iOS
50199,45530,2025-08-20T12:52:48.896Z,607,11,0,1,Web
50203,1268,2025-08-27T12:52:48.896Z,1187,8,0,0,Web
50205,42994,2025-04-12T12:52:48.896Z,365,10,0,0,Web
50212,23179,2025-12-17T12:52:48.896Z,649,6,0,0,Web
50213,40094,2025-11-06T12:52:48.896Z,737,8,1,0,iOS
50216,14692,2025-10-26T12:52:48.896Z,713,6,0,0,iOS
50218,41931,2025-05-15T12:52:48.896Z,656,6,0,0,iOS
50221,10932,2025-12-31T12:52:48.896Z,416,4,0,0,Android
50224,21919,2025-03-05T12:52:48.896Z,222,1,1,0,Android
50225,25523,2025-10-22T12:52:48.896Z,301,8,0,0,Web
50227,3580,2025-06-06T12:52:48.896Z,500,1,0,0,iOS
50231,37409,2025-03-08T12:52:48.896Z,486,1,0,0,Web
50236,1950,2025-06-08T12:52:48.896Z,368,10,0,1,Web
50237,22465,2026-02-27T12:52:48.896Z,518,10,1,0,Web
50241,27230,2025-03-01T12:52:48.896Z,832,3,1,0,iOS
50242,22282,2025-08-02T12:52:48.896Z,1138,7,0,0,Web
50245,15979,2025-09-30T12:52:48.896Z,512,5,0,0,Web
50255,10189,2025-06-22T12:52:48.896Z,505,8,1,1,iOS
50256,31221,2025-05-08T12:52:48.896Z,1149,11,0,0,Android
50262,23512,2025-12-20T12:52:48.896Z,52,10,1,0,iOS
50274,7223,2026-01-31T12:52:48.896Z,664,1,0,0,iOS
50289,5514,2025-03-19T12:52:48.896Z,941,10,0,0,iOS
50290,23865,2025-06-24T12:52:48.896Z,321,11,0,0,iOS
50294,26063,2025-07-25T12:52:48.896Z,987,1,0,0,Web
50297,35225,2025-05-17T12:52:48.896Z,76,11,1,0,Android
50299,49633,2025-03-25T12:52:48.896Z,577,4,0,1,Web
50320,48797,2026-01-21T12:52:48.896Z,1054,9,0,0,Android
50321,43714,2025-06-29T12:52:48.896Z,808,6,0,0,Android
50326,2067,2025-06-03T12:52:48.896Z,427,1,1,0,iOS
50327,34010,2025-04-03T12:52:48.896Z,928,7,0,0,Android
50331,16261,2025-07-02T12:52:48.896Z,646,4,0,0,Web
50333,6175,2025-09-19T12:52:48.896Z,642,11,0,0,iOS
50335,8720,2025-05-08T12:52:48.896Z,863,10,0,0,Android
50341,36045,2025-11-25T12:52:48.896Z,341,8,0,0,Android
50342,27655,2025-08-28T12:52:48.896Z,1133,6,0,0,Web
50343,10062,2026-01-05T12:52:48.896Z,723,9,0,0,Web
50350,15598,2025-04-09T12:52:48.896Z,402,6,1,0,iOS
50352,9267,2025-03-02T12:52:48.896Z,453,3,1,0,Android
50360,23355,2025-08-20T12:52:48.896Z,168,3,0,0,Android
50361,34696,2025-12-01T12:52:48.896Z,735,4,0,0,Android
50372,24069,2025-03-29T12:52:48.896Z,297,3,0,0,Web
50377,42392,2025-05-03T12:52:48.896Z,730,8,0,0,iOS
50383,28110,2025-07-14T12:52:48.896Z,60,7,0,0,Android
50398,13181,2025-09-26T12:52:48.896Z,210,11,1,0,Android
50409,33688,2026-02-27T12:52:48.896Z,286,10,0,0,Android
50414,28201,2025-03-14T12:52:48.896Z,872,1,0,1,Web
50419,38244,2025-12-30T12:52:48.896Z,786,9,0,0,Web
50432,9935,2026-01-08T12:52:48.896Z,145,10,1,0,iOS
50437,17554,2025-06-26T12:52:48.896Z,376,11,1,0,Web
50450,16523,2025-04-26T12:52:48.896Z,819,5,0,0,Web
50454,14394,2026-01-18T12:52:48.896Z,322,4,0,0,Web
50458,32273,2025-03-30T12:52:48.896Z,386,5,0,0,Web
50479,6336,2025-04-04T12:52:48.896Z,344,7,1,0,Web
50480,47824,2025-08-29T12:52:48.896Z,1199,7,0,0,iOS
50484,44140,2025-10-28T12:52:48.896Z,508,7,0,0,Android
50494,8855,2025-08-06T12:52:48.896Z,461,9,1,1,Android
50499,31443,2025-11-14T12:52:48.896Z,799,7,0,0,Android
50507,18218,2025-09-16T12:52:48.896Z,473,3,1,1,Android
50511,15855,2025-05-27T12:52:48.896Z,1094,1,0,0,Web
50518,48144,2025-12-13T12:52:48.896Z,88,8,0,0,Web
50519,42376,2025-12-08T12:52:48.896Z,712,9,0,1,Web
50523,30589,2025-03-24T12:52:48.896Z,429,6,0,1,Web
50527,48412,2026-01-18T12:52:48.896Z,371,7,1,0,Android
50541,48816,2025-10-12T12:52:48.896Z,325,1,0,0,iOS
50542,32857,2025-11-25T12:52:48.896Z,80,4,1,0,Android
50550,48985,2025-11-06T12:52:48.896Z,57,3,0,0,Web
50556,17051,2025-12-21T12:52:48.896Z,1163,8,0,0,Web
50563,26773,2025-07-12T12:52:48.896Z,199,10,0,0,Web
50573,6589,2025-11-16T12:52:48.896Z,976,8,1,0,iOS
50579,48243,2026-02-27T12:52:48.896Z,113,3,1,0,iOS
50583,46280,2025-03-07T12:52:48.896Z,270,5,0,0,Web
50593,49328,2025-05-14T12:52:48.896Z,43,2,0,0,iOS
50601,24355,2025-08-15T12:52:48.896Z,247,6,0,0,Android
50604,3911,2026-01-02T12:52:48.896Z,1198,11,1,0,Android
50613,29817,2025-08-28T12:52:48.896Z,867,1,1,0,Android
50614,19125,2025-05-23T12:52:48.896Z,553,3,0,0,Android
50634,39563,2026-02-16T12:52:48.896Z,543,4,0,0,iOS
50637,36324,2025-09-07T12:52:48.896Z,181,11,0,0,Web
50639,28252,2025-06-15T12:52:48.896Z,713,7,1,0,iOS
50646,35146,2025-07-11T12:52:48.896Z,49,5,0,0,iOS
50650,26946,2026-01-08T12:52:48.896Z,393,6,0,0,Android
50655,29657,2026-01-20T12:52:48.896Z,483,5,0,0,iOS
50665,27262,2025-04-29T12:52:48.896Z,815,2,0,0,Android
50667,41885,2026-01-01T12:52:48.896Z,356,9,0,0,iOS
50680,46825,2025-06-12T12:52:48.896Z,652,9,0,0,Android
50684,47432,2025-06-29T12:52:48.896Z,814,11,0,0,Web
50690,14254,2025-05-23T12:52:48.896Z,984,8,0,0,Android
50693,39881,2025-10-10T12:52:48.896Z,552,2,1,1,Android
50710,24141,2025-09-10T12:52:48.896Z,701,9,0,0,Web
50726,6278,2026-02-13T12:52:48.896Z,573,8,0,0,Android
50732,45047,2025-05-20T12:52:48.896Z,743,10,0,0,Android
50739,27716,2025-09-21T12:52:48.896Z,43,11,1,0,Web
50765,21291,2025-05-11T12:52:48.896Z,827,4,1,1,Android
50768,9214,2025-05-16T12:52:48.896Z,270,5,1,0,Web
50771,10759,2026-01-05T12:52:48.896Z,724,1,1,0,iOS
50778,14837,2025-11-02T12:52:48.896Z,1062,4,0,1,Android
50791,47494,2025-12-24T12:52:48.896Z,242,3,0,0,iOS
50792,17050,2025-12-18T12:52:48.896Z,396,7,0,1,iOS
50804,477,2025-07-18T12:52:48.896Z,249,4,1,0,Web
50813,3182,2025-12-27T12:52:48.896Z,1065,9,0,0,Web
50814,36464,2025-12-22T12:52:48.896Z,358,8,0,1,Android
50819,25669,2025-05-28T12:52:48.896Z,719,6,0,0,Web
50821,6874,2025-11-18T12:52:48.896Z,1171,8,0,0,Android
50832,9839,2025-09-30T12:52:48.896Z,128,11,1,0,iOS
50834,45643,2025-03-28T12:52:48.896Z,29,7,0,0,iOS
50839,11628,2025-08-11T12:52:48.896Z,942,9,0,0,Android
50844,31595,2025-03-27T12:52:48.896Z,982,11,0,0,Web
50848,20052,2025-03-30T12:52:48.896Z,1084,11,1,0,Web
50855,9166,2025-12-11T12:52:48.896Z,589,11,1,0,Android
50860,13968,2026-02-20T12:52:48.896Z,528,2,0,0,Web
50861,38024,2026-02-26T12:52:48.896Z,658,5,0,0,Android
50876,17762,2025-12-02T12:52:48.896Z,120,9,0,0,Web
50880,40835,2025-07-21T12:52:48.896Z,325,11,0,0,Web
50890,24204,2025-07-19T12:52:48.896Z,588,2,1,1,Web
50892,20384,2025-07-27T12:52:48.896Z,1035,6,0,0,iOS
50912,37951,2025-09-28T12:52:48.896Z,1086,2,0,0,Web
50914,34985,2025-04-04T12:52:48.896Z,878,10,0,0,iOS
50915,17155,2025-11-08T12:52:48.896Z,70,7,0,0,Android
50916,36530,2025-08-17T12:52:48.896Z,709,2,1,0,Web
50927,5605,2025-06-07T12:52:48.896Z,515,3,0,0,Android
50931,23075,2025-11-10T12:52:48.896Z,315,8,1,1,Android
50934,18362,2025-11-09T12:52:48.896Z,442,9,0,1,Web
50948,47354,2026-02-04T12:52:48.896Z,1165,10,0,0,Android
50950,26072,2025-11-04T12:52:48.896Z,1092,10,1,0,Android
50962,45148,2026-01-28T12:52:48.896Z,669,8,1,0,Android
50967,23029,2025-06-25T12:52:48.896Z,306,8,0,0,Android
50971,49028,2026-02-08T12:52:48.896Z,1027,9,0,0,Web
50973,46968,2025-09-05T12:52:48.896Z,950,6,1,0,Web
50977,1811,2025-12-18T12:52:48.896Z,97,4,1,0,iOS
50992,10403,2025-03-06T12:52:48.896Z,158,4,1,0,Android
51011,33507,2025-05-10T12:52:48.896Z,497,2,0,1,Web
51012,23006,2025-07-19T12:52:48.896Z,1130,11,0,0,Web
51015,19654,2025-09-03T12:52:48.896Z,949,4,0,1,Android
51023,9119,2025-06-21T12:52:48.896Z,592,6,0,0,iOS
51042,32050,2025-06-16T12:52:48.896Z,1055,6,0,0,Web
51046,6355,2025-08-19T12:52:48.896Z,437,5,0,0,Android
51052,28856,2025-05-05T12:52:48.896Z,721,3,0,0,Android
51054,17050,2025-06-10T12:52:48.896Z,747,9,0,0,Web
51056,19786,2025-12-14T12:52:48.896Z,1031,7,1,0,Web
51057,7572,2025-04-05T12:52:48.896Z,999,7,1,0,iOS
51066,45213,2026-01-09T12:52:48.896Z,65,10,1,0,iOS
51067,2870,2025-09-02T12:52:48.896Z,701,3,0,0,Web
51069,15891,2025-06-07T12:52:48.896Z,71,10,1,0,iOS
51073,15844,2025-07-22T12:52:48.896Z,1049,2,1,0,Android
51079,37485,2025-04-01T12:52:48.896Z,655,6,1,0,Web
51094,39330,2025-11-14T12:52:48.896Z,539,5,0,1,Web
51101,2047,2025-04-10T12:52:48.896Z,1076,2,0,0,Android
51117,24571,2025-07-10T12:52:48.896Z,466,6,0,0,Web
51118,28368,2025-08-29T12:52:48.896Z,309,11,1,0,Android
51121,14288,2026-01-21T12:52:48.896Z,781,8,0,0,Web
51125,23805,2025-10-24T12:52:48.896Z,1166,2,1,1,Android
51126,31782,2025-09-29T12:52:48.896Z,723,7,0,0,iOS
51127,27113,2025-05-04T12:52:48.896Z,266,1,0,0,Web
51130,37133,2025-12-12T12:52:48.896Z,809,6,1,0,iOS
51137,30028,2026-02-16T12:52:48.896Z,580,3,1,0,iOS
51142,36951,2025-07-03T12:52:48.896Z,378,9,1,0,Android
51145,24799,2026-02-20T12:52:48.896Z,663,9,1,0,Android
51163,20673,2025-07-02T12:52:48.896Z,622,6,1,0,Web
51164,34744,2025-07-05T12:52:48.896Z,646,8,0,0,Web
51169,35545,2025-08-28T12:52:48.896Z,984,5,0,0,Android
51170,27188,2025-06-07T12:52:48.896Z,874,6,0,0,Android
51176,11216,2025-09-20T12:52:48.896Z,943,9,0,0,Web
51177,35324,2025-04-13T12:52:48.896Z,1096,3,0,0,Android
51182,6362,2026-02-12T12:52:48.896Z,798,5,0,0,Android
51183,26134,2025-05-30T12:52:48.896Z,1176,3,0,0,Web
51189,35153,2025-08-17T12:52:48.896Z,280,1,1,0,iOS
51190,41372,2025-05-17T12:52:48.896Z,955,9,0,0,iOS
51194,44197,2025-12-29T12:52:48.896Z,63,3,0,0,iOS
51200,48452,2026-01-26T12:52:48.896Z,524,7,1,0,Android
51206,40776,2026-02-12T12:52:48.896Z,706,5,0,0,iOS
51207,40631,2025-07-28T12:52:48.896Z,933,10,1,0,iOS
51212,44269,2025-03-16T12:52:48.896Z,749,10,0,0,Web
51215,37951,2025-12-27T12:52:48.896Z,628,5,1,0,iOS
51224,41000,2025-07-06T12:52:48.896Z,585,5,0,1,iOS
51229,29817,2026-01-05T12:52:48.896Z,324,11,1,0,Android
51240,47157,2025-12-15T12:52:48.896Z,627,9,0,1,Web
51242,3963,2025-08-21T12:52:48.896Z,914,11,1,0,iOS
51245,40575,2025-12-24T12:52:48.896Z,522,6,0,0,Web
51250,25649,2025-05-30T12:52:48.896Z,384,10,1,0,iOS
51253,22348,2026-01-02T12:52:48.896Z,488,10,0,0,iOS
51261,4577,2025-10-07T12:52:48.896Z,601,9,0,0,iOS
51269,38189,2025-03-18T12:52:48.896Z,402,7,0,0,Android
51271,15510,2025-10-22T12:52:48.896Z,944,4,0,0,Web
51278,39884,2025-09-10T12:52:48.896Z,368,4,0,0,Web
51288,10972,2026-01-10T12:52:48.896Z,181,1,1,1,Android
51292,15544,2025-06-26T12:52:48.896Z,709,9,1,0,Web
51294,22557,2025-05-06T12:52:48.896Z,1047,5,0,0,Web
51297,37618,2025-10-19T12:52:48.896Z,1094,4,1,0,Web
51299,21917,2026-01-12T12:52:48.896Z,1173,1,0,0,Android
51303,48504,2025-08-09T12:52:48.896Z,183,9,0,0,Android
51307,20200,2025-07-04T12:52:48.896Z,320,10,0,0,Web
51308,242,2025-10-23T12:52:48.896Z,95,4,0,0,Android
51312,31249,2025-03-08T12:52:48.896Z,984,6,0,0,Android
51314,1452,2025-12-26T12:52:48.896Z,1131,10,0,0,Web
51318,8083,2026-02-20T12:52:48.896Z,1035,6,0,0,Web
51323,31800,2026-02-01T12:52:48.896Z,126,1,1,0,Android
51326,22741,2025-04-07T12:52:48.896Z,125,9,0,0,Web
51327,32619,2025-11-13T12:52:48.896Z,1129,11,0,0,iOS
51329,40826,2025-12-12T12:52:48.896Z,346,2,0,0,Web
51338,24318,2025-03-08T12:52:48.896Z,35,3,0,0,Android
51346,36733,2025-10-25T12:52:48.896Z,436,8,1,0,Web
51355,23163,2025-06-24T12:52:48.896Z,350,7,0,0,Android
51358,16739,2026-01-11T12:52:48.896Z,622,6,0,0,Android
51360,25496,2025-09-06T12:52:48.896Z,722,10,0,0,iOS
51385,15667,2025-10-25T12:52:48.896Z,218,11,0,0,Android
51390,7290,2025-12-14T12:52:48.896Z,29,6,1,0,Web
51401,34003,2025-07-04T12:52:48.896Z,910,4,0,0,Web
51405,21507,2025-09-01T12:52:48.896Z,140,8,0,0,iOS
51409,6703,2025-08-30T12:52:48.896Z,990,6,1,0,iOS
51413,18457,2025-11-08T12:52:48.896Z,647,9,0,1,iOS
51415,12715,2025-11-01T12:52:48.896Z,841,8,1,0,iOS
51417,23818,2025-12-03T12:52:48.896Z,1104,5,0,0,iOS
51420,8035,2025-08-31T12:52:48.896Z,1088,5,0,0,iOS
51427,6116,2025-03-08T12:52:48.896Z,973,1,0,0,Android
51444,23102,2025-06-18T12:52:48.896Z,1027,11,0,0,Web
51450,5168,2025-03-03T12:52:48.896Z,303,7,0,0,Android
51453,43004,2025-06-23T12:52:48.896Z,750,4,0,0,Android
51463,45853,2025-11-18T12:52:48.896Z,60,9,1,1,Android
51464,44544,2025-12-24T12:52:48.896Z,300,3,0,1,Android
51479,3059,2025-09-25T12:52:48.896Z,1118,6,0,0,Web
51484,13370,2025-11-29T12:52:48.896Z,783,9,0,0,Web
51493,31843,2025-11-07T12:52:48.896Z,359,3,0,0,Android
51496,48128,2025-03-22T12:52:48.896Z,790,2,1,0,Android
51502,42824,2025-05-10T12:52:48.896Z,492,3,0,1,Web
51503,49951,2025-12-21T12:52:48.896Z,860,9,0,0,Web
51510,44671,2025-10-24T12:52:48.896Z,1182,5,0,0,Android
51511,12302,2025-12-04T12:52:48.896Z,842,1,0,0,iOS
51512,15177,2025-07-26T12:52:48.896Z,474,5,0,0,iOS
51520,39674,2025-08-07T12:52:48.896Z,877,1,1,0,Web
51521,16236,2025-09-17T12:52:48.896Z,593,10,0,0,iOS
51522,9422,2025-05-07T12:52:48.896Z,713,5,1,0,Web
51524,35306,2026-01-31T12:52:48.896Z,368,7,0,0,Android
51527,39217,2025-04-19T12:52:48.896Z,1060,8,0,1,Android
51534,2796,2025-04-11T12:52:48.896Z,727,10,1,0,Web
51545,4309,2025-04-10T12:52:48.896Z,51,6,0,0,iOS
51552,47399,2025-09-20T12:52:48.896Z,703,4,0,0,Android
51563,28198,2025-12-29T12:52:48.896Z,371,7,0,0,Web
51576,31880,2025-08-09T12:52:48.896Z,121,6,0,0,iOS
51578,44320,2025-09-18T12:52:48.896Z,320,1,0,0,Android
51588,6023,2025-05-09T12:52:48.896Z,714,1,1,0,Android
51599,39793,2025-09-29T12:52:48.896Z,996,2,1,0,Web
51614,4472,2025-06-21T12:52:48.896Z,727,9,1,0,iOS
51615,18096,2026-01-17T12:52:48.896Z,624,6,0,0,Android
51618,49985,2025-12-07T12:52:48.896Z,711,10,1,0,iOS
51622,15375,2025-06-16T12:52:48.896Z,910,7,1,0,iOS
51625,19597,2025-05-22T12:52:48.896Z,186,5,0,0,Android
51629,35044,2025-08-09T12:52:48.896Z,726,1,1,0,Android
51636,31757,2025-03-20T12:52:48.896Z,472,4,0,0,Web
51640,19000,2025-11-24T12:52:48.896Z,857,8,0,0,Web
51644,36180,2025-04-15T12:52:48.896Z,93,7,0,1,Web
51649,36235,2025-11-26T12:52:48.896Z,404,10,0,0,Android
51657,25786,2025-06-08T12:52:48.896Z,311,11,0,0,iOS
51658,43872,2025-11-18T12:52:48.896Z,969,6,0,0,iOS
51668,38780,2025-07-11T12:52:48.896Z,689,8,0,0,iOS
51670,1951,2025-08-30T12:52:48.896Z,523,3,0,0,Web
51674,25964,2025-10-18T12:52:48.896Z,1107,1,0,0,Android
51678,24695,2025-12-25T12:52:48.896Z,797,10,0,0,Android
51688,14792,2026-02-15T12:52:48.896Z,588,9,1,0,Android
51692,46299,2025-11-15T12:52:48.896Z,703,11,0,0,iOS
51694,16294,2026-01-27T12:52:48.896Z,314,9,0,0,iOS
51696,9958,2025-09-28T12:52:48.896Z,287,11,0,0,Android
51697,15053,2025-12-15T12:52:48.896Z,856,3,1,0,Android
51700,8292,2025-06-10T12:52:48.896Z,608,8,0,1,Web
51701,29227,2025-10-02T12:52:48.896Z,301,3,0,0,Android
51724,9899,2025-07-04T12:52:48.896Z,915,7,0,0,Android
51728,35056,2025-08-16T12:52:48.896Z,1035,6,0,0,Android
51746,8497,2025-06-20T12:52:48.896Z,323,8,0,0,Web
51747,43170,2025-07-15T12:52:48.896Z,231,11,0,1,Android
51750,10990,2025-08-06T12:52:48.896Z,926,10,0,0,Web
51767,16000,2025-08-02T12:52:48.896Z,279,5,1,0,Web
51770,7146,2025-10-20T12:52:48.896Z,277,6,0,0,Android
51775,13983,2025-04-28T12:52:48.896Z,830,11,1,1,Android
51776,5224,2025-11-16T12:52:48.896Z,628,11,0,0,iOS
51778,35278,2026-02-03T12:52:48.896Z,990,6,0,0,iOS
51793,25860,2026-01-07T12:52:48.896Z,187,9,1,0,Android
51802,18432,2025-09-16T12:52:48.896Z,27,9,0,0,Android
51817,25124,2025-11-04T12:52:48.896Z,563,3,0,0,iOS
51823,5030,2025-12-08T12:52:48.896Z,583,10,1,0,Web
51826,35330,2025-03-24T12:52:48.896Z,1123,8,1,0,Web
51832,48731,2025-05-22T12:52:48.896Z,651,8,0,0,Android
51835,33141,2025-04-05T12:52:48.896Z,150,2,0,0,iOS
51837,31052,2026-02-14T12:52:48.896Z,334,3,0,0,iOS
51845,9237,2025-10-01T12:52:48.896Z,421,11,0,0,iOS
51852,33474,2025-10-16T12:52:48.896Z,508,6,1,0,Android
51856,46375,2025-06-10T12:52:48.896Z,808,6,0,0,Web
51858,14442,2025-06-19T12:52:48.896Z,1058,9,1,0,iOS
51864,30120,2025-03-13T12:52:48.896Z,1060,6,0,0,Android
51878,23098,2025-05-06T12:52:48.896Z,325,1,0,0,Android
51888,45754,2026-02-11T12:52:48.896Z,378,5,0,0,Android
51894,33124,2025-07-05T12:52:48.896Z,994,2,0,0,iOS
51896,49845,2025-07-10T12:52:48.896Z,311,11,1,0,Web
51897,17285,2025-07-22T12:52:48.896Z,1195,8,0,1,Web
51921,25817,2025-06-14T12:52:48.896Z,364,4,0,0,Android
51941,2247,2025-08-30T12:52:48.896Z,105,10,1,0,Web
51962,49362,2025-06-12T12:52:48.896Z,558,8,1,0,iOS
51965,16025,2025-09-29T12:52:48.896Z,545,9,1,0,Web
51969,38110,2025-08-17T12:52:48.896Z,822,8,1,0,Web
51970,47617,2025-06-01T12:52:48.896Z,737,10,0,0,Android
51992,43066,2025-08-19T12:52:48.896Z,811,4,0,0,Android
51994,11318,2025-03-20T12:52:48.896Z,236,1,0,0,iOS
51998,28366,2025-05-23T12:52:48.896Z,304,9,0,1,iOS
51999,31427,2026-02-28T12:52:48.896Z,529,5,0,1,Android
52002,3020,2025-08-26T12:52:48.896Z,181,3,0,0,Android
52006,15760,2026-01-11T12:52:48.896Z,618,6,1,0,iOS
52009,34435,2025-09-15T12:52:48.896Z,1109,6,1,0,Android
52015,10990,2025-10-15T12:52:48.896Z,422,11,1,0,Android
52016,17509,2025-05-13T12:52:48.896Z,255,3,1,1,iOS
52025,11269,2025-06-16T12:52:48.896Z,921,9,0,0,Web
52033,6826,2025-09-24T12:52:48.896Z,917,9,1,0,Android
52034,13689,2025-12-04T12:52:48.896Z,401,3,1,1,Android
52039,42881,2025-05-06T12:52:48.896Z,71,7,0,0,iOS
52079,30396,2026-02-12T12:52:48.896Z,1197,9,0,0,iOS
52083,3181,2025-11-11T12:52:48.896Z,421,7,1,0,Android
52084,44557,2025-10-26T12:52:48.896Z,374,6,1,0,Android
52086,1653,2025-05-12T12:52:48.896Z,1171,5,0,0,Web
52088,12966,2025-08-02T12:52:48.896Z,632,3,1,0,Android
52090,297,2025-06-18T12:52:48.896Z,341,8,0,0,iOS
52091,48718,2025-06-17T12:52:48.896Z,1140,9,0,0,Android
52094,33066,2025-08-23T12:52:48.896Z,291,1,0,1,iOS
52107,38807,2025-11-18T12:52:48.896Z,929,11,0,0,iOS
52115,37689,2025-12-17T12:52:48.896Z,182,5,0,1,Web
52116,46178,2025-04-11T12:52:48.896Z,470,6,0,0,Web
52122,26600,2025-05-06T12:52:48.896Z,306,11,0,0,iOS
52131,1391,2026-02-01T12:52:48.896Z,265,8,0,0,iOS
52132,33204,2026-02-23T12:52:48.896Z,939,11,0,0,iOS
52135,29396,2025-11-08T12:52:48.896Z,244,4,0,0,iOS
52138,29961,2025-04-26T12:52:48.896Z,103,7,0,0,iOS
52140,29845,2025-05-29T12:52:48.896Z,323,4,0,0,Web
52145,21471,2025-08-21T12:52:48.896Z,218,10,0,0,iOS
52155,34886,2025-03-15T12:52:48.896Z,599,7,0,0,iOS
52162,8855,2025-04-28T12:52:48.896Z,539,4,1,0,Android
52199,37731,2025-09-05T12:52:48.896Z,115,8,0,0,iOS
52216,46959,2025-08-07T12:52:48.896Z,300,3,1,0,Web
52219,10306,2025-03-24T12:52:48.896Z,361,1,1,0,Android
52231,22024,2025-10-25T12:52:48.896Z,73,4,0,1,iOS
52244,10752,2025-07-16T12:52:48.896Z,342,7,0,0,iOS
52245,19479,2025-11-09T12:52:48.896Z,411,7,1,1,iOS
52246,35195,2025-07-14T12:52:48.896Z,693,8,0,0,iOS
52248,16850,2025-03-14T12:52:48.896Z,1042,11,1,0,iOS
52258,44295,2025-06-09T12:52:48.896Z,65,1,1,0,Web
52259,15736,2026-01-08T12:52:48.896Z,682,5,0,1,Android
52268,21958,2025-12-23T12:52:48.896Z,574,10,0,0,iOS
52278,41071,2025-11-07T12:52:48.896Z,272,8,0,0,Web
52280,34081,2025-05-26T12:52:48.896Z,380,3,0,0,iOS
52288,11975,2025-10-27T12:52:48.896Z,288,3,1,0,Android
52293,21135,2025-03-28T12:52:48.896Z,635,3,0,0,Web
52308,33854,2025-12-09T12:52:48.896Z,559,8,0,0,iOS
52312,49439,2025-11-05T12:52:48.896Z,1083,9,0,0,Web
52317,10034,2025-12-20T12:52:48.896Z,309,8,0,0,Android
52321,44019,2025-10-08T12:52:48.896Z,990,1,0,1,iOS
52327,12318,2025-12-23T12:52:48.896Z,1026,9,0,0,iOS
52328,9707,2025-03-26T12:52:48.896Z,888,3,0,0,Android
52329,39793,2025-07-21T12:52:48.896Z,843,8,1,0,Android
52330,35081,2025-08-20T12:52:48.896Z,957,4,0,1,Web
52334,15240,2025-10-22T12:52:48.896Z,1041,11,0,0,iOS
52338,21799,2025-12-27T12:52:48.896Z,184,7,1,1,iOS
52342,35933,2025-11-29T12:52:48.896Z,1091,5,0,0,Android
52359,16114,2025-06-05T12:52:48.896Z,402,6,0,1,Android
52360,5022,2025-06-12T12:52:48.896Z,880,5,1,0,iOS
52364,10077,2025-04-23T12:52:48.896Z,357,5,1,0,iOS
52365,13671,2025-05-31T12:52:48.896Z,413,5,1,0,iOS
52368,18441,2025-04-25T12:52:48.896Z,1150,8,1,0,Android
52370,25348,2025-05-10T12:52:48.896Z,288,1,0,0,Web
52381,19517,2026-01-01T12:52:48.896Z,948,8,0,0,iOS
52398,13947,2025-11-02T12:52:48.896Z,875,4,0,0,Web
52401,14174,2025-11-06T12:52:48.896Z,398,8,0,0,Web
52406,35330,2025-11-18T12:52:48.896Z,1045,5,1,0,iOS
52417,2306,2025-08-03T12:52:48.896Z,107,8,0,1,Android
52425,8716,2025-03-22T12:52:48.896Z,320,4,0,0,Web
52434,5064,2025-04-22T12:52:48.896Z,862,5,0,0,iOS
52478,26885,2025-07-16T12:52:48.896Z,187,11,0,0,Web
52484,40205,2025-03-29T12:52:48.896Z,71,8,0,0,Web
52486,29700,2025-04-12T12:52:48.896Z,68,7,0,0,Android
52509,26300,2025-05-30T12:52:48.896Z,906,8,0,0,iOS
52515,35019,2025-10-13T12:52:48.896Z,1131,9,0,0,iOS
52517,12703,2025-07-27T12:52:48.896Z,212,2,0,0,iOS
52519,39335,2025-12-06T12:52:48.896Z,399,10,1,1,iOS
52523,23901,2026-02-25T12:52:48.896Z,1129,11,0,0,Android
52533,14147,2025-07-15T12:52:48.896Z,258,5,0,0,Web
52554,14463,2025-03-05T12:52:48.896Z,222,8,0,1,iOS
52561,11864,2025-07-10T12:52:48.896Z,395,3,1,0,Android
52569,48497,2025-10-09T12:52:48.896Z,217,8,0,1,iOS
52576,43066,2025-07-23T12:52:48.896Z,362,3,1,0,iOS
52578,31800,2025-09-02T12:52:48.896Z,133,9,0,0,Web
52584,36331,2025-11-18T12:52:48.896Z,1041,7,0,0,Android
52585,20411,2025-08-25T12:52:48.896Z,930,9,0,0,Android
52590,28855,2026-02-23T12:52:48.896Z,1130,10,0,0,Android
52598,2684,2025-07-16T12:52:48.896Z,981,7,0,0,Web
52606,12319,2026-02-12T12:52:48.896Z,586,5,0,0,Android
52615,10740,2025-07-18T12:52:48.896Z,1139,10,0,0,Android
52617,17187,2025-06-30T12:52:48.896Z,54,2,0,0,iOS
52649,48661,2025-10-12T12:52:48.896Z,1042,4,0,1,Android
52660,7145,2025-08-04T12:52:48.896Z,75,8,0,1,Web
52667,1983,2025-08-25T12:52:48.896Z,53,11,1,0,Web
52676,34195,2026-01-21T12:52:48.896Z,783,11,1,0,iOS
52678,6217,2025-05-24T12:52:48.896Z,900,9,0,0,Android
52691,25998,2025-11-06T12:52:48.896Z,62,7,0,0,Web
52710,20804,2025-03-29T12:52:48.896Z,143,6,0,0,Android
52714,38189,2025-05-30T12:52:48.896Z,949,9,0,0,Android
52718,25457,2025-10-03T12:52:48.896Z,794,9,1,0,iOS
52724,8155,2025-11-06T12:52:48.896Z,1001,7,0,0,Web
