order_id,customer_id,order_timestamp,order_value,discount_amount,payment_method,promised_delivery_days,actual_delivery_days,order_status
31651,36599,2025-05-23T12:52:36.629Z,1254.65,238.64,COD,2,2,Delivered
31685,43316,2025-03-18T12:52:36.629Z,4295.15,67.83,COD,3,5,Delivered
31700,36989,2026-01-09T12:52:36.629Z,4864.38,359.89,Wallet,4,7,Delivered
31705,10187,2025-06-20T12:52:36.629Z,921.77,176.68,COD,4,4,Delivered
31707,11593,2026-02-22T12:52:36.629Z,4203.54,396.96,Credit Card,2,2,Delivered
31708,18308,2025-04-09T12:52:36.629Z,2512.66,331.51,COD,3,6,Delivered
31726,11274,2025-12-27T12:52:36.629Z,2742.89,246.15,COD,3,5,Delivered
31731,37901,2025-09-26T12:52:36.629Z,4894.52,335.26,Credit Card,3,3,Delivered
31736,27413,2025-07-14T12:52:36.629Z,3776.39,68.77,UPI,3,5,Delivered
31745,36347,2025-05-07T12:52:36.629Z,4948.8,130.04,COD,3,4,Delivered
31761,35838,2025-10-07T12:52:36.629Z,4257.21,478.08,COD,4,5,Delivered
31766,8149,2025-05-14T12:52:36.629Z,3841.55,229.21,Credit Card,5,6,Delivered
31770,23975,2026-02-04T12:52:36.629Z,1893.64,122.02,Wallet,5,6,Delivered
31789,45163,2025-10-20T12:52:36.629Z,4771.98,115.98,UPI,4,4,Returned
31793,8250,2025-07-18T12:52:36.629Z,2579.93,286.71,COD,3,5,Cancelled
31808,28629,2025-08-31T12:52:36.629Z,3494.68,271.09,UPI,4,5,Delivered
31813,24842,2025-09-03T12:52:36.629Z,2165.83,86.81,COD,2,5,Delivered
31816,44012,2025-03-07T12:52:36.629Z,320.95,22.34,Credit Card,3,3,Delivered
31836,16556,2025-12-30T12:52:36.629Z,2281.29,397.67,UPI,5,8,Delivered
31841,34236,2026-02-16T12:52:36.629Z,1823.95,103.17,COD,3,3,Delivered
31843,15858,2025-08-05T12:52:36.629Z,2952.92,177.33,UPI,5,5,Delivered
31846,11620,2025-08-07T12:52:36.629Z,518.38,142.68,Credit Card,2,2,Delivered
31861,46844,2025-03-30T12:52:36.629Z,2885.71,120.1,COD,2,3,Delivered
31864,12682,2025-04-18T12:52:36.629Z,4497.56,350.03,UPI,4,5,Delivered
31865,10508,2025-07-09T12:52:36.629Z,468.21,441.91,Credit Card,2,2,Delivered
31868,31905,2025-05-06T12:52:36.629Z,4635.74,77.51,Wallet,2,2,Delivered
31870,43982,2026-01-15T12:52:36.629Z,1860.99,106.85,Wallet,3,5,Delivered
31878,19395,2025-04-07T12:52:36.629Z,768.44,175.58,Credit Card,2,2,Delivered
31879,23783,2026-01-05T12:52:36.629Z,650.23,196.85,UPI,2,2,Delivered
31887,24606,2025-11-06T12:52:36.629Z,3165.24,9.29,Wallet,4,4,Delivered
31899,38400,2025-08-01T12:52:36.629Z,1848.72,213.83,UPI,5,6,Delivered
31913,12644,2025-04-01T12:52:36.629Z,2467.21,399.52,COD,3,3,Delivered
31931,33219,2025-03-19T12:52:36.629Z,2921.89,398.04,COD,4,4,Delivered
31939,7720,2026-02-10T12:52:36.629Z,3193.9,465.05,COD,2,2,Returned
31945,9958,2025-05-09T12:52:36.629Z,1766.29,10.46,COD,2,4,Delivered
31975,31461,2026-02-17T12:52:36.629Z,963.09,152.31,UPI,3,6,Delivered
31979,21581,2025-07-16T12:52:36.629Z,550.76,273.14,COD,3,5,Delivered
31981,45006,2025-06-17T12:52:36.629Z,3945.66,193.27,UPI,4,4,Delivered
32008,29517,2025-09-11T12:52:36.629Z,3333.58,120.66,COD,5,5,Delivered
32020,49579,2025-10-13T12:52:36.629Z,3227.63,28.17,Wallet,2,3,Delivered
32022,4666,2025-08-16T12:52:36.629Z,4368.32,141.1,Credit Card,4,4,Delivered
32025,49910,2025-11-07T12:52:36.629Z,3405.66,427.61,COD,2,4,Delivered
32026,22721,2025-10-11T12:52:36.629Z,2757.86,422.31,COD,4,5,Delivered
32029,12331,2025-07-08T12:52:36.629Z,4180.42,323.34,UPI,5,7,Delivered
32034,43630,2025-12-12T12:52:36.629Z,2468.31,204.17,Wallet,2,3,Delivered
32102,2851,2025-08-21T12:52:36.629Z,477.47,182.5,Wallet,4,4,Returned
32105,8223,2025-09-08T12:52:36.629Z,2902.87,391.69,Wallet,4,4,Cancelled
32110,42886,2025-10-02T12:52:36.629Z,1577.78,61.44,UPI,5,5,Delivered
32135,12138,2025-07-20T12:52:36.629Z,4308.7,250.43,Credit Card,2,3,Delivered
32148,49417,2025-04-11T12:52:36.629Z,2866.49,197.95,COD,3,4,Delivered
32149,29928,2025-12-18T12:52:36.629Z,1049.81,396.35,COD,3,6,Delivered
32150,16277,2025-04-26T12:52:36.629Z,1802.73,419.7,COD,3,4,Delivered
32157,8363,2025-03-04T12:52:36.629Z,286.7,339.7,Wallet,4,5,Cancelled
32158,38015,2025-09-01T12:52:36.629Z,275.04,395.78,Wallet,3,6,Delivered
32159,13937,2025-12-27T12:52:36.629Z,4067.31,165,COD,4,4,Delivered
32160,190,2025-05-25T12:52:36.629Z,1530.47,250.26,Credit Card,5,7,Delivered
32166,20765,2026-01-11T12:52:36.629Z,3425.99,147.69,Credit Card,5,6,Delivered
32198,35993,2025-06-01T12:52:36.629Z,3707.04,356.25,COD,3,6,Delivered
32199,40541,2025-03-04T12:52:36.629Z,1845.45,243.01,Wallet,5,7,Delivered
32234,48025,2025-06-09T12:52:36.629Z,2444.6,370.08,UPI,4,7,Delivered
32243,41146,2025-07-29T12:52:36.629Z,3241,391.93,Credit Card,3,3,Delivered
32251,32890,2026-01-23T12:52:36.629Z,4375.38,325.87,Wallet,3,3,Delivered
32264,6920,2025-04-25T12:52:36.629Z,3413.65,5.49,Wallet,2,2,Delivered
32266,44482,2025-10-13T12:52:36.629Z,2280.77,149.19,COD,5,6,Delivered
32267,39259,2025-06-02T12:52:36.629Z,2916.81,429.95,COD,4,6,Delivered
32300,3857,2025-04-02T12:52:36.629Z,1318.22,380.23,Credit Card,2,4,Delivered
32301,3580,2026-02-10T12:52:36.629Z,790.7,460.75,Credit Card,5,5,Delivered
32307,4144,2025-05-02T12:52:36.629Z,3414.52,82.27,Credit Card,5,5,Delivered
32312,47991,2025-12-11T12:52:36.629Z,1064.57,63.95,UPI,5,5,Delivered
32332,9280,2025-10-01T12:52:36.629Z,1408.81,489.71,Credit Card,2,3,Returned
32344,7145,2025-07-04T12:52:36.629Z,3373.06,256.78,Credit Card,2,4,Delivered
32363,34440,2025-11-01T12:52:36.629Z,1390.65,244.79,COD,4,4,Delivered
32369,4226,2025-09-16T12:52:36.629Z,1929.58,249.51,Credit Card,5,8,Returned
32391,49722,2025-11-17T12:52:36.629Z,4818.15,294.82,UPI,4,4,Delivered
32393,19189,2025-03-09T12:52:36.629Z,1123.06,386.4,Credit Card,4,4,Delivered
32394,22828,2026-01-28T12:52:36.629Z,1158.56,222.3,UPI,3,3,Delivered
32409,29696,2025-10-13T12:52:36.629Z,1423.38,372.4,UPI,5,8,Returned
32426,5921,2025-06-04T12:52:36.629Z,2481.76,290.62,UPI,2,2,Cancelled
32429,18139,2025-11-06T12:52:36.629Z,612.07,412.54,Credit Card,4,5,Returned
32430,25697,2025-07-18T12:52:36.629Z,1986.14,78.05,UPI,5,5,Delivered
32443,18624,2026-02-15T12:52:36.629Z,3160.59,443.89,UPI,4,4,Delivered
32473,6540,2026-02-04T12:52:36.629Z,3298.02,337.17,COD,2,3,Delivered
32485,38855,2025-09-06T12:52:36.629Z,3071.15,378.46,Wallet,4,5,Delivered
32513,33733,2025-10-11T12:52:36.629Z,3757.99,206.02,Wallet,4,4,Delivered
32527,5364,2025-07-18T12:52:36.629Z,3630.99,10.94,Wallet,3,5,Returned
32533,14059,2025-04-18T12:52:36.629Z,4256.67,259.83,Credit Card,5,7,Delivered
32546,39039,2025-10-25T12:52:36.629Z,3585,462.97,UPI,4,4,Delivered
32550,31353,2025-05-08T12:52:36.629Z,564,255.15,COD,2,2,Delivered
32552,15382,2025-12-15T12:52:36.629Z,4476.4,412.28,UPI,2,2,Delivered
32566,12392,2025-11-03T12:52:36.629Z,623.7,351.81,COD,2,2,Delivered
32567,25376,2026-02-03T12:52:36.629Z,747.11,207.8,Credit Card,3,3,Delivered
32589,3345,2025-04-23T12:52:36.629Z,1253.08,121.77,Wallet,4,4,Delivered
32597,5749,2025-09-02T12:52:36.629Z,1501.12,495.76,COD,4,6,Delivered
32600,44590,2025-09-16T12:52:36.629Z,1390.45,195.79,Credit Card,2,2,Delivered
32614,119,2025-11-01T12:52:36.629Z,3561.48,216.41,Credit Card,5,5,Delivered
32625,41370,2025-08-24T12:52:36.629Z,680.82,495.62,UPI,2,3,Delivered
32646,41205,2025-12-02T12:52:36.629Z,398.76,228.81,UPI,4,4,Returned
32651,41687,2025-04-27T12:52:36.629Z,1901.22,110.88,COD,2,5,Delivered
32683,21944,2025-08-18T12:52:36.629Z,704.56,229.98,UPI,4,6,Delivered
32689,25967,2025-11-19T12:52:36.629Z,4335.73,379.99,UPI,2,5,Delivered
32692,23512,2025-06-06T12:52:36.629Z,292.54,400.61,Credit Card,3,6,Returned
32699,8105,2025-03-09T12:52:36.629Z,918.24,411.76,Wallet,5,6,Delivered
32708,18846,2026-01-28T12:52:36.629Z,3225.14,326.41,Wallet,5,6,Delivered
32709,12191,2025-11-20T12:52:36.629Z,2514.59,53.8,UPI,5,6,Delivered
32711,27179,2025-11-15T12:52:36.629Z,1304.27,20.19,UPI,2,2,Delivered
32714,15427,2025-06-26T12:52:36.629Z,2063.14,469.74,Wallet,5,7,Delivered
32725,1299,2025-10-03T12:52:36.629Z,2993.89,53.26,Credit Card,5,7,Delivered
32727,35727,2025-09-20T12:52:36.629Z,4865.72,34.87,Wallet,2,3,Delivered
32732,5785,2025-07-01T12:52:36.629Z,979.14,423.02,Wallet,3,5,Delivered
32739,30529,2025-03-02T12:52:36.629Z,4893.04,300.69,COD,2,3,Delivered
32745,45365,2025-06-12T12:52:36.629Z,2163.99,8.36,COD,3,3,Returned
32750,2611,2025-10-24T12:52:36.629Z,1784.14,190.18,UPI,3,3,Delivered
32761,13968,2026-01-31T12:52:36.629Z,3725.42,53.42,COD,3,4,Delivered
32779,10385,2025-06-01T12:52:36.629Z,2806.09,361.77,COD,5,6,Delivered
32791,24943,2025-05-20T12:52:36.629Z,1765.55,6.79,Wallet,5,8,Delivered
32794,32458,2025-06-27T12:52:36.629Z,4092.89,300.19,Credit Card,4,4,Delivered
32821,7076,2025-11-23T12:52:36.629Z,1863.7,245.23,Wallet,5,5,Delivered
32840,41055,2025-11-21T12:52:36.629Z,257.56,42.19,Credit Card,3,3,Delivered
32854,36162,2025-07-30T12:52:36.629Z,4155.44,496.8,Credit Card,5,5,Delivered
32882,41701,2025-12-20T12:52:36.629Z,606.54,232.01,COD,3,4,Delivered
32885,16297,2025-05-20T12:52:36.629Z,599.6,368.92,COD,3,6,Delivered
32916,13299,2026-02-10T12:52:36.629Z,564.17,351.89,Wallet,4,4,Cancelled
32917,37482,2025-12-07T12:52:36.629Z,1889.49,184.34,COD,5,5,Delivered
32920,6640,2025-08-08T12:52:36.629Z,2392.54,107.71,Credit Card,4,5,Cancelled
32940,9230,2025-12-26T12:52:36.629Z,2993.35,321.93,COD,4,6,Delivered
32948,26307,2025-07-19T12:52:36.629Z,866.3,382.54,Wallet,3,3,Returned
32963,21307,2025-07-24T12:52:36.629Z,488.55,303.84,UPI,3,3,Returned
32970,14885,2025-12-31T12:52:36.629Z,1351.49,190.36,UPI,2,2,Delivered
32979,43128,2025-09-26T12:52:36.629Z,2926.8,107.6,Credit Card,3,5,Returned
32983,34880,2026-01-12T12:52:36.629Z,490.84,345.55,Wallet,2,2,Cancelled
33003,39377,2026-02-04T12:52:36.629Z,2579.62,123.8,UPI,5,7,Returned
33013,20874,2025-11-01T12:52:36.629Z,1474.63,313.41,Wallet,3,3,Delivered
33016,42839,2026-02-25T12:52:36.629Z,689.21,69.86,Wallet,5,5,Delivered
33048,44941,2025-06-11T12:52:36.629Z,2078.58,445.85,Wallet,3,3,Cancelled
33057,11970,2025-10-31T12:52:36.629Z,2727.63,494.77,UPI,4,6,Delivered
33060,10444,2025-08-12T12:52:36.629Z,2067.06,84.5,UPI,5,7,Delivered
33061,17487,2025-11-04T12:52:36.629Z,1620.58,384.65,UPI,3,3,Delivered
33065,47652,2026-02-13T12:52:36.629Z,1232.98,184.2,Wallet,4,5,Delivered
33076,47025,2025-08-07T12:52:36.629Z,3824.75,210.3,UPI,5,7,Delivered
33077,46545,2026-01-03T12:52:36.629Z,1498.16,313.67,COD,3,4,Delivered
33116,16779,2025-03-12T12:52:36.629Z,279.69,288.1,Wallet,3,5,Delivered
33130,36535,2025-07-21T12:52:36.629Z,2029.01,417.1,UPI,2,3,Delivered
33182,7654,2025-10-01T12:52:36.629Z,3907.74,498.64,Wallet,3,3,Delivered
33184,36110,2025-12-24T12:52:36.629Z,4092.04,273.71,COD,5,5,Delivered
33186,13439,2025-08-25T12:52:36.629Z,3657.97,46.16,Wallet,2,4,Delivered
33187,11493,2025-11-12T12:52:36.629Z,3950.6,182.24,Wallet,4,4,Delivered
33189,12093,2025-04-01T12:52:36.629Z,2134.25,361.08,UPI,5,5,Cancelled
33213,44311,2025-12-23T12:52:36.629Z,4741.07,393.79,Credit Card,3,5,Delivered
33214,17732,2025-12-07T12:52:36.629Z,3116.8,33.7,COD,5,5,Delivered
33237,16922,2025-09-25T12:52:36.629Z,4328.26,365.71,COD,5,5,Delivered
33253,15257,2026-01-19T12:52:36.629Z,4506.1,186.68,Wallet,5,5,Delivered
33275,1699,2025-06-11T12:52:36.629Z,2515.06,341.56,UPI,2,3,Delivered
33278,7102,2026-01-20T12:52:36.629Z,4482.07,428.61,COD,5,5,Delivered
33287,16731,2025-05-06T12:52:36.629Z,3260.95,280.66,Wallet,4,4,Delivered
33299,41382,2025-03-29T12:52:36.629Z,1041.53,154.27,Credit Card,2,2,Delivered
33301,5968,2025-10-17T12:52:36.629Z,632.83,349.27,Credit Card,4,4,Delivered
33312,45019,2025-12-14T12:52:36.629Z,4576.66,289.22,Wallet,4,6,Delivered
33315,11949,2025-11-13T12:52:36.629Z,1431.79,342.69,Wallet,4,4,Delivered
33316,33125,2025-10-02T12:52:36.629Z,1299.27,473.51,COD,2,4,Delivered
33318,44548,2025-03-19T12:52:36.629Z,2771.39,374.19,Wallet,3,3,Delivered
33322,6682,2025-06-02T12:52:36.629Z,1236.5,69.81,Credit Card,5,6,Returned
33336,38503,2025-06-03T12:52:36.629Z,4322.58,412.01,Wallet,2,5,Delivered
33338,47347,2025-07-02T12:52:36.629Z,4730.42,338.5,UPI,2,2,Returned
33339,5250,2025-04-08T12:52:36.629Z,1946.07,280.95,COD,5,6,Delivered
33341,9654,2025-12-02T12:52:36.629Z,4118.52,89.55,Credit Card,5,8,Delivered
33370,44975,2025-05-30T12:52:36.629Z,2657.21,45.31,COD,4,7,Returned
33408,24892,2025-11-30T12:52:36.629Z,1247.58,0.57,UPI,5,5,Delivered
33412,40613,2025-09-05T12:52:36.629Z,3847.69,311.31,UPI,3,4,Delivered
33414,22672,2025-10-17T12:52:36.629Z,3179.73,284.12,COD,3,4,Delivered
33419,42254,2025-12-20T12:52:36.629Z,2623.35,186.15,Wallet,5,8,Returned
33420,12387,2026-02-12T12:52:36.629Z,3163.42,177.84,Wallet,3,3,Delivered
33429,23705,2026-01-28T12:52:36.629Z,2117.7,405.19,COD,2,2,Delivered
33434,33126,2025-08-27T12:52:36.629Z,3416.21,217.95,UPI,5,6,Delivered
33436,48706,2025-04-03T12:52:36.629Z,4383.41,479.95,UPI,2,3,Delivered
33439,24695,2025-04-08T12:52:36.629Z,3887.12,274.44,COD,2,3,Cancelled
33442,23950,2025-04-30T12:52:36.629Z,3380.33,492.52,Credit Card,2,4,Delivered
33459,14243,2025-06-27T12:52:36.629Z,3644.13,198.68,Credit Card,2,2,Delivered
33463,47692,2025-08-12T12:52:36.629Z,3624.2,248.59,COD,3,3,Delivered
33467,33091,2025-06-03T12:52:36.629Z,1634.79,229.38,Wallet,2,2,Cancelled
33478,8305,2025-07-14T12:52:36.629Z,3642.02,313.62,Wallet,5,5,Delivered
33497,21878,2025-03-01T12:52:36.629Z,1004.16,216.35,COD,2,4,Cancelled
33510,13253,2025-04-14T12:52:36.629Z,4143.66,268.5,Wallet,5,5,Delivered
33525,39890,2025-11-22T12:52:36.629Z,3626.16,75.06,COD,3,6,Delivered
33532,13519,2025-05-18T12:52:36.629Z,4443.31,192.34,Wallet,5,5,Delivered
33548,35265,2025-04-29T12:52:36.629Z,4692.83,406.77,COD,2,3,Delivered
33562,18430,2025-08-01T12:52:36.629Z,731.78,131.5,COD,5,5,Returned
33583,31127,2025-11-22T12:52:36.629Z,723.52,25.88,Wallet,3,5,Delivered
33604,28929,2026-01-06T12:52:36.629Z,4609.98,337.23,COD,3,3,Delivered
33615,15845,2025-05-09T12:52:36.629Z,2118.9,422.62,Credit Card,3,3,Delivered
33625,42953,2025-06-01T12:52:36.629Z,3759.61,273.86,Wallet,5,5,Returned
33660,16542,2025-09-28T12:52:36.629Z,3462.7,369.63,Credit Card,3,5,Delivered
33667,42881,2025-12-17T12:52:36.629Z,4474.05,467.7,Credit Card,3,4,Delivered
33676,1854,2025-10-27T12:52:36.629Z,841.28,11.26,Wallet,4,6,Delivered
33684,33264,2025-03-02T12:52:36.629Z,2227.9,55.51,COD,4,5,Cancelled
33693,13231,2025-07-17T12:52:36.629Z,1640.93,482.7,COD,5,5,Cancelled
33696,22019,2025-05-18T12:52:36.629Z,401.1,292.92,COD,5,5,Returned
33709,19557,2025-03-01T12:52:36.629Z,773.26,360,Credit Card,5,5,Delivered
33731,19475,2025-05-07T12:52:36.629Z,4361.22,305.22,COD,2,4,Delivered
33743,24143,2025-06-04T12:52:36.629Z,1950.26,96.64,UPI,5,8,Delivered
33744,13671,2025-08-11T12:52:36.629Z,4486.5,411.4,COD,2,2,Delivered
33753,11111,2025-09-07T12:52:36.629Z,4477.52,266.05,Credit Card,2,3,Returned
33759,41194,2025-12-25T12:52:36.629Z,4459.76,169.01,Credit Card,4,4,Delivered
33765,22455,2025-05-16T12:52:36.629Z,1362.36,321.43,UPI,3,3,Delivered
33798,37129,2025-12-01T12:52:36.629Z,2267.77,494.61,Credit Card,4,6,Delivered
33803,41130,2025-06-12T12:52:36.629Z,1337.37,23.83,UPI,3,3,Delivered
33812,34710,2025-10-24T12:52:36.629Z,2968.33,373.91,Credit Card,5,6,Delivered
33813,46902,2025-03-03T12:52:36.629Z,4690.35,248.86,UPI,5,7,Delivered
33818,26760,2025-10-12T12:52:36.629Z,1305.75,92.16,Credit Card,5,6,Delivered
33828,39621,2025-10-19T12:52:36.629Z,2022.48,280.14,Wallet,5,5,Delivered
33835,20978,2026-01-08T12:52:36.629Z,1807.23,408.09,Credit Card,5,5,Cancelled
33843,45987,2026-02-27T12:52:36.629Z,549.65,107.92,UPI,4,4,Delivered
33859,42646,2025-11-17T12:52:36.629Z,1373.61,82.18,Credit Card,3,3,Delivered
33872,2641,2025-05-25T12:52:36.629Z,1879.2,231.95,COD,2,3,Delivered
33881,12327,2025-08-04T12:52:36.629Z,1185.88,180.43,COD,5,6,Delivered
33887,14507,2025-04-26T12:52:36.629Z,1338.19,27.89,Credit Card,3,4,Cancelled
33899,31023,2025-03-13T12:52:36.629Z,1779.27,494,UPI,4,5,Delivered
33924,49483,2025-03-04T12:52:36.629Z,486.13,20.68,COD,2,3,Delivered
33929,20370,2025-12-05T12:52:36.629Z,2316.51,455.6,Credit Card,3,3,Delivered
33944,27671,2025-08-10T12:52:36.629Z,2124.93,246.01,Wallet,5,5,Delivered
33953,7879,2025-12-27T12:52:36.629Z,1992.17,462,Credit Card,3,3,Delivered
33962,13890,2025-05-28T12:52:36.629Z,2177.15,51.76,Wallet,5,6,Delivered
33970,1632,2026-02-01T12:52:36.629Z,1003.05,62.72,Wallet,2,2,Delivered
33976,22115,2025-10-25T12:52:36.629Z,352.63,249.67,Wallet,5,8,Delivered
33991,28683,2025-05-16T12:52:36.629Z,1539.44,129.66,Wallet,2,2,Delivered
34019,12936,2026-02-02T12:52:36.629Z,1368.27,328.33,COD,5,6,Delivered
34024,31213,2025-04-03T12:52:36.629Z,2573.46,183.79,Wallet,4,4,Delivered
34030,10017,2025-10-07T12:52:36.629Z,3137.94,474.65,Wallet,2,3,Delivered
34035,43512,2025-05-27T12:52:36.629Z,4831.84,56.12,Wallet,3,5,Cancelled
34047,31293,2025-09-27T12:52:36.629Z,2822.44,433.39,Wallet,2,2,Cancelled
34055,42871,2025-03-27T12:52:36.629Z,600.07,430.03,UPI,4,4,Delivered
34070,48764,2025-03-17T12:52:36.629Z,3957.7,200.65,UPI,5,5,Delivered
34093,25219,2026-01-17T12:52:36.629Z,2803.9,379.12,COD,5,5,Delivered
34106,36638,2025-09-01T12:52:36.629Z,1750.79,305.87,Wallet,4,4,Delivered
34120,33042,2025-06-24T12:52:36.629Z,3845.33,105.71,UPI,2,2,Delivered
34122,9698,2025-10-04T12:52:36.629Z,469.07,479.66,Credit Card,4,6,Returned
34130,41975,2026-01-14T12:52:36.629Z,1536.11,420.8,Wallet,2,3,Delivered
34132,47282,2025-10-22T12:52:36.629Z,3028.48,485.38,UPI,5,7,Returned
34138,48753,2026-01-07T12:52:36.629Z,2534.11,379.38,Credit Card,3,3,Delivered
34140,40445,2025-12-06T12:52:36.629Z,2625.77,315.1,COD,5,6,Delivered
34143,16168,2025-09-12T12:52:36.629Z,3668.67,2.63,UPI,2,3,Delivered
34147,46761,2025-10-10T12:52:36.629Z,1244.68,429.46,COD,2,2,Delivered
34152,6927,2025-03-22T12:52:36.629Z,3031.25,399.58,Wallet,5,6,Delivered
34166,38383,2025-08-01T12:52:36.629Z,4280.99,192.13,Wallet,4,5,Delivered
34177,34140,2025-09-28T12:52:36.629Z,939.95,114.81,COD,5,5,Delivered
34179,24027,2025-10-27T12:52:36.629Z,2022.66,63.67,Wallet,5,7,Delivered
34180,18992,2025-11-06T12:52:36.629Z,3339.47,92.24,COD,4,4,Delivered
34225,39377,2026-02-22T12:52:36.629Z,4484.79,469.27,COD,2,2,Delivered
34226,40576,2025-11-11T12:52:36.629Z,4603.63,340.01,Credit Card,3,5,Delivered
34230,10403,2025-12-07T12:52:36.629Z,1130.94,480.01,Wallet,2,3,Delivered
34234,48629,2026-02-04T12:52:36.629Z,4621.59,258.32,Wallet,5,5,Delivered
34238,39153,2025-07-04T12:52:36.629Z,3877.99,496.7,COD,2,2,Delivered
34252,9689,2025-09-25T12:52:36.629Z,4610.87,304.59,Wallet,3,6,Returned
34254,31094,2026-01-30T12:52:36.629Z,1821.4,368.74,Credit Card,4,4,Delivered
34266,45093,2025-04-06T12:52:36.629Z,4431.05,457.85,Wallet,3,3,Delivered
34267,1595,2026-02-12T12:52:36.629Z,662.03,78.54,UPI,2,2,Returned
34271,38734,2025-09-24T12:52:36.629Z,4605.75,428.35,Credit Card,3,4,Delivered
34273,24283,2025-10-12T12:52:36.629Z,1208.35,189.96,UPI,5,7,Delivered
34275,38379,2026-02-23T12:52:36.629Z,4850.99,381.87,Credit Card,5,6,Delivered
34282,12568,2025-03-29T12:52:36.629Z,291.84,102.64,Credit Card,3,3,Delivered
34291,24846,2025-05-12T12:52:36.629Z,2766.33,24.59,UPI,4,7,Delivered
34303,29242,2025-04-28T12:52:36.629Z,1476.96,19.4,Credit Card,2,2,Delivered
34306,5245,2025-04-19T12:52:36.629Z,1210.41,442.92,Wallet,3,3,Cancelled
34341,40046,2025-04-02T12:52:36.629Z,1477.16,235.96,COD,2,2,Delivered
34374,2734,2025-09-12T12:52:36.629Z,2724.51,418.76,Wallet,2,2,Delivered
34394,45601,2025-05-08T12:52:36.629Z,1197.79,259.31,Credit Card,2,2,Delivered
34395,24081,2025-06-18T12:52:36.629Z,1959.52,158.78,Wallet,4,4,Delivered
34396,24999,2025-03-26T12:52:36.629Z,2164.57,209.19,Credit Card,3,3,Delivered
34415,44647,2025-12-01T12:52:36.629Z,4270.44,279.84,Wallet,5,5,Delivered
34419,45258,2025-09-12T12:52:36.629Z,3098,178.64,Wallet,3,5,Cancelled
34431,19552,2025-11-07T12:52:36.629Z,4446.69,80.42,UPI,2,2,Delivered
34442,16822,2025-08-18T12:52:36.629Z,994.58,438.41,Wallet,2,2,Delivered
34444,17604,2026-01-29T12:52:36.629Z,4529.97,325.47,Wallet,3,6,Delivered
34445,3956,2026-02-25T12:52:36.629Z,1829.76,123.23,Credit Card,5,5,Delivered
34450,45232,2025-11-06T12:52:36.629Z,3273.77,255.44,Credit Card,2,5,Delivered
34474,9884,2025-07-23T12:52:36.629Z,1106.97,106.46,Credit Card,3,4,Delivered
34476,40683,2025-06-27T12:52:36.629Z,3291.28,42.47,Wallet,2,2,Delivered
34481,25339,2025-11-24T12:52:36.629Z,2672.75,310.26,Wallet,5,6,Delivered
34496,44926,2025-10-08T12:52:36.629Z,714.96,155.64,COD,4,5,Delivered
34514,47747,2025-07-07T12:52:36.629Z,4222.02,248.32,UPI,4,4,Delivered
34526,17256,2026-01-26T12:52:36.629Z,2560.27,387.52,Credit Card,3,4,Delivered
34538,39674,2025-06-27T12:52:36.629Z,2701.38,356.52,Credit Card,2,3,Delivered
34553,39217,2026-01-24T12:52:36.629Z,443.19,103.83,Credit Card,2,2,Delivered
34557,39259,2025-12-18T12:52:36.629Z,848.15,376.35,Wallet,2,2,Delivered
34570,25786,2025-11-07T12:52:36.629Z,2708.59,121.69,COD,2,4,Delivered
34573,22314,2025-10-07T12:52:36.629Z,653.72,380.17,Wallet,5,7,Delivered
34579,14888,2026-01-03T12:52:36.629Z,3969.08,156.22,COD,3,3,Delivered
34592,34726,2025-07-13T12:52:36.629Z,910.72,446.54,Credit Card,3,3,Delivered
34593,39743,2025-05-11T12:52:36.629Z,874.67,344.64,Wallet,2,3,Delivered
34596,33163,2025-09-15T12:52:36.629Z,862.73,11.48,UPI,5,6,Delivered
34600,1495,2025-03-21T12:52:36.629Z,3554.41,160.82,COD,4,4,Returned
34608,6386,2025-10-29T12:52:36.629Z,3111.15,145.09,Credit Card,2,5,Delivered
34611,24672,2025-05-13T12:52:36.629Z,1652.47,480.45,Wallet,2,4,Delivered
34617,34361,2025-09-14T12:52:36.629Z,2628.03,227.73,COD,2,2,Cancelled
34621,29960,2025-08-22T12:52:36.629Z,3080.11,474.52,Credit Card,4,4,Delivered
34629,44941,2025-12-13T12:52:36.629Z,3120.02,91.03,COD,3,6,Delivered
34636,17313,2025-11-30T12:52:36.629Z,4158.41,112.68,Wallet,4,6,Delivered
34642,6558,2025-05-20T12:52:36.629Z,497.92,482.44,Wallet,5,5,Delivered
34654,25325,2025-10-30T12:52:36.629Z,1573.58,331.66,UPI,3,3,Delivered
34657,48383,2025-10-11T12:52:36.629Z,3044.08,48.54,Credit Card,4,6,Cancelled
34660,18430,2026-02-26T12:52:36.629Z,4575.85,74.57,Credit Card,2,2,Delivered
34683,27673,2025-10-16T12:52:36.629Z,4988.68,451.61,UPI,2,2,Delivered
34691,381,2025-09-28T12:52:36.629Z,446.78,164.4,Wallet,3,4,Delivered
34692,246,2025-11-28T12:52:36.629Z,2457.05,383.18,COD,3,3,Cancelled
34696,14871,2025-06-22T12:52:36.629Z,2014.38,368.07,Credit Card,5,6,Returned
34718,37042,2025-03-27T12:52:36.629Z,3579.37,404.67,Wallet,5,5,Delivered
34726,43001,2026-02-04T12:52:36.629Z,3886.32,156.53,UPI,2,3,Delivered
34729,28491,2025-05-31T12:52:36.629Z,698.87,254.34,Wallet,4,4,Delivered
34743,49805,2026-01-10T12:52:36.629Z,2921.26,378.62,COD,2,3,Delivered
